Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportCalls,LatePayments,DataUsageGB,Churn
45.0,445.0,20025.0,One year,Fiber,Credit Card,3.0,3.0,22.53,0
15.0,401.0,6015.0,Month-to-month,DSL,Net Banking,5.0,0.0,12.59,1
57.0,414.0,23598.0,Month-to-month,Fiber,Credit Card,4.0,2.0,27.49,1
55.0,729.0,40095.0,Month-to-month,Fiber,UPI,7.0,1.0,6.89,1
30.0,408.0,12240.0,Two year,Fiber,Net Banking,2.0,0.0,27.08,0
9.0,725.0,6525.0,One year,DSL,UPI,2.0,0.0,21.3,0
39.0,655.0,25545.0,One year,DSL,Net Banking,0.0,2.0,21.92,0
15.0,963.0,14445.0,One year,DSL,Debit Card,4.0,0.0,26.08,0
40.0,528.0,21120.0,Month-to-month,Fiber,UPI,2.0,2.0,18.54,1
29.0,794.0,23026.0,One year,DSL,Net Banking,3.0,0.0,13.96,0
20.0,597.0,11940.0,Month-to-month,Fiber,Debit Card,0.0,2.0,22.67,1
5.0,881.0,4405.0,Month-to-month,DSL,Credit Card,2.0,0.0,8.52,1
20.0,869.0,17380.0,Two year,Fiber,Debit Card,1.0,1.0,8.84,0
34.0,552.0,18768.0,One year,Fiber,UPI,1.0,2.0,8.17,0
46.0,503.0,23138.0,One year,Fiber,Credit Card,1.0,3.0,10.56,0
4.0,943.0,3772.0,Month-to-month,Fiber,Credit Card,2.0,0.0,18.66,1
48.0,732.0,35136.0,One year,DSL,UPI,3.0,1.0,4.61,0
22.0,988.0,21736.0,Month-to-month,Fiber,Credit Card,5.0,1.0,12.04,1
23.0,909.0,20907.0,One year,Fiber,Net Banking,2.0,0.0,10.06,0
39.0,970.0,37830.0,Month-to-month,Fiber,Credit Card,1.0,3.0,27.77,1
45.0,625.0,28125.0,One year,Fiber,Credit Card,1.0,1.0,8.22,0
46.0,931.0,42826.0,Month-to-month,DSL,Debit Card,1.0,0.0,6.85,0
2.0,804.0,1608.0,Two year,DSL,Debit Card,3.0,2.0,5.14,1
,,,,,,,,,1
48.0,795.0,38160.0,Month-to-month,DSL,Net Banking,3.0,4.0,27.88,1
1.0,557.0,557.0,Month-to-month,Fiber,Credit Card,1.0,1.0,1.64,1
17.0,770.0,13090.0,Month-to-month,DSL,Net Banking,0.0,2.0,6.53,1
43.0,600.0,25800.0,Month-to-month,DSL,Debit Card,1.0,0.0,8.06,0
56.0,849.0,47544.0,Month-to-month,Fiber,Net Banking,3.0,0.0,8.79,0
53.0,775.0,41075.0,Two year,Fiber,Credit Card,0.0,0.0,11.7,0
8.0,427.0,3416.0,Month-to-month,Fiber,Credit Card,3.0,0.0,23.55,0
13.0,467.0,6071.0,Month-to-month,Fiber,UPI,5.0,0.0,11.94,1
1.0,786.0,786.0,Month-to-month,Fiber,Debit Card,1.0,1.0,15.44,1
26.0,871.0,22646.0,Month-to-month,DSL,UPI,2.0,2.0,21.25,1
,,,,,,,,,1
18.0,826.0,14868.0,One year,DSL,Debit Card,1.0,0.0,29.3,0
45.0,994.0,44730.0,Month-to-month,Fiber,Credit Card,3.0,1.0,15.2,0
45.0,672.0,30240.0,Month-to-month,DSL,Debit Card,0.0,0.0,5.6,0
13.0,631.0,8203.0,Month-to-month,Fiber,UPI,3.0,1.0,21.44,0
13.0,857.0,11141.0,Month-to-month,DSL,UPI,2.0,2.0,27.13,1
53.0,568.0,30104.0,Month-to-month,Fiber,Credit Card,0.0,0.0,6.35,0
58.0,411.0,23838.0,Month-to-month,Fiber,UPI,2.0,1.0,25.57,0
12.0,590.0,7080.0,Month-to-month,DSL,Debit Card,4.0,1.0,20.14,1
2.0,560.0,1120.0,One year,Fiber,Credit Card,1.0,0.0,4.85,1
51.0,597.0,30447.0,Month-to-month,DSL,Net Banking,1.0,2.0,18.23,1
13.0,857.0,11141.0,Month-to-month,Fiber,Debit Card,0.0,1.0,17.54,0
28.0,618.0,17304.0,One year,DSL,Net Banking,4.0,2.0,7.24,0
51.0,658.0,33558.0,Two year,DSL,Net Banking,1.0,2.0,18.38,0
45.0,911.0,40995.0,Month-to-month,Fiber,Net Banking,1.0,3.0,27.99,1
23.0,941.0,21643.0,Month-to-month,Fiber,Credit Card,4.0,1.0,25.84,1
40.0,753.0,30120.0,One year,DSL,Net Banking,0.0,2.0,18.63,0
,,,,,,,,,0
3.0,455.0,1365.0,Month-to-month,Fiber,Net Banking,2.0,0.0,21.71,1
12.0,882.0,10584.0,Month-to-month,Fiber,Net Banking,0.0,0.0,19.74,0
33.0,964.0,31812.0,Month-to-month,DSL,UPI,0.0,1.0,4.33,1
16.0,730.0,11680.0,Month-to-month,DSL,Credit Card,1.0,1.0,3.3,1
57.0,778.0,44346.0,Month-to-month,Fiber,UPI,6.0,2.0,20.63,1
25.0,650.0,16250.0,Month-to-month,Fiber,Debit Card,1.0,1.0,6.7,0
1.0,553.0,553.0,One year,DSL,Credit Card,1.0,0.0,15.42,0
59.0,827.0,48793.0,One year,Fiber,Credit Card,1.0,2.0,17.59,0
13.0,712.0,9256.0,Month-to-month,Fiber,Debit Card,1.0,1.0,7.4,0
17.0,456.0,7752.0,Month-to-month,DSL,Debit Card,2.0,2.0,14.37,1
52.0,796.0,41392.0,Month-to-month,DSL,Debit Card,4.0,0.0,17.32,1
6.0,508.0,3048.0,Month-to-month,Fiber,UPI,0.0,1.0,14.49,0
13.0,485.0,6305.0,Month-to-month,DSL,Net Banking,2.0,2.0,6.15,1
11.0,495.0,5445.0,Month-to-month,Fiber,UPI,4.0,0.0,20.4,1
13.0,743.0,9659.0,Two year,Fiber,UPI,2.0,1.0,19.55,0
54.0,680.0,36720.0,Month-to-month,Fiber,Credit Card,0.0,2.0,5.4,1
38.0,891.0,33858.0,Month-to-month,Fiber,UPI,2.0,0.0,4.32,1
8.0,587.0,4696.0,Month-to-month,Fiber,Credit Card,4.0,0.0,22.22,1
4.0,761.0,3044.0,Month-to-month,DSL,Net Banking,1.0,0.0,6.76,1
19.0,878.0,16682.0,One year,Fiber,Debit Card,1.0,1.0,3.46,0
4.0,949.0,3796.0,Month-to-month,DSL,Debit Card,3.0,1.0,25.92,1
,,,,,,,,,0
23.0,716.0,16468.0,Two year,DSL,Credit Card,3.0,0.0,9.44,0
,,,,,,,,,1
55.0,467.0,25685.0,One year,DSL,Credit Card,1.0,1.0,3.64,0
31.0,453.0,14043.0,Month-to-month,Fiber,UPI,6.0,3.0,9.03,1
12.0,597.0,7164.0,Month-to-month,Fiber,Credit Card,2.0,1.0,19.68,0
41.0,898.0,36818.0,Month-to-month,Fiber,Net Banking,3.0,0.0,8.72,0
43.0,486.0,20898.0,One year,Fiber,Debit Card,1.0,4.0,17.37,0
15.0,953.0,14295.0,Month-to-month,DSL,Credit Card,2.0,3.0,1.96,1
24.0,712.0,17088.0,Month-to-month,DSL,Net Banking,0.0,0.0,23.04,0
25.0,657.0,16425.0,Month-to-month,DSL,UPI,5.0,3.0,3.27,1
17.0,699.0,11883.0,One year,Fiber,Net Banking,0.0,1.0,29.05,0
40.0,750.0,30000.0,Month-to-month,Fiber,Debit Card,2.0,5.0,29.71,1
44.0,573.0,25212.0,One year,DSL,Credit Card,1.0,1.0,18.68,0
3.0,701.0,2103.0,Month-to-month,Fiber,Debit Card,2.0,0.0,1.21,1
43.0,788.0,33884.0,Month-to-month,Fiber,Net Banking,1.0,2.0,25.33,1
40.0,666.0,26640.0,Month-to-month,Fiber,UPI,2.0,0.0,2.75,1
32.0,679.0,21728.0,Month-to-month,DSL,Credit Card,0.0,3.0,5.18,1
25.0,895.0,22375.0,Month-to-month,DSL,Debit Card,2.0,1.0,28.16,0
4.0,616.0,2464.0,Month-to-month,Fiber,Net Banking,2.0,0.0,20.55,1
27.0,614.0,16578.0,Month-to-month,Fiber,UPI,4.0,2.0,10.41,1
38.0,745.0,28310.0,Two year,Fiber,Net Banking,4.0,1.0,23.06,0
42.0,869.0,36498.0,Month-to-month,DSL,UPI,3.0,1.0,28.92,0
20.0,713.0,14260.0,Month-to-month,Fiber,Credit Card,3.0,3.0,25.43,1
42.0,868.0,36456.0,Month-to-month,Fiber,UPI,2.0,0.0,5.28,0
15.0,457.0,6855.0,Month-to-month,Fiber,Debit Card,3.0,1.0,2.28,1
24.0,927.0,22248.0,One year,Fiber,Net Banking,4.0,1.0,26.27,0
9.0,481.0,4329.0,One year,DSL,Credit Card,3.0,1.0,11.65,0
7.0,663.0,4641.0,Two year,DSL,Net Banking,3.0,0.0,24.71,0
14.0,905.0,12670.0,Two year,Fiber,Debit Card,2.0,0.0,7.15,0
29.0,873.0,25317.0,Month-to-month,DSL,Credit Card,4.0,0.0,16.81,1
50.0,786.0,39300.0,Month-to-month,Fiber,Net Banking,0.0,1.0,4.9,1
21.0,410.0,8610.0,Month-to-month,Fiber,Debit Card,1.0,0.0,12.38,0
53.0,621.0,32913.0,Month-to-month,DSL,Debit Card,2.0,2.0,25.17,1
24.0,555.0,13320.0,Month-to-month,Fiber,Credit Card,1.0,0.0,9.05,0
36.0,565.0,20340.0,Month-to-month,DSL,Credit Card,4.0,0.0,28.03,1
56.0,839.0,46984.0,Month-to-month,Fiber,UPI,4.0,0.0,24.11,1
22.0,622.0,13684.0,One year,DSL,Net Banking,0.0,2.0,23.89,0
1.0,697.0,697.0,Two year,Fiber,Net Banking,3.0,0.0,16.19,0
21.0,464.0,9744.0,Month-to-month,Fiber,UPI,1.0,0.0,16.34,0
48.0,568.0,27264.0,One year,Fiber,Credit Card,4.0,0.0,25.95,0
40.0,468.0,18720.0,Month-to-month,Fiber,Credit Card,4.0,1.0,8.48,1
14.0,553.0,7742.0,One year,DSL,UPI,3.0,0.0,25.22,0
17.0,940.0,15980.0,Month-to-month,Fiber,Debit Card,2.0,2.0,25.31,1
52.0,911.0,47372.0,Two year,Fiber,Net Banking,0.0,1.0,25.55,0
8.0,935.0,7480.0,Two year,Fiber,Net Banking,3.0,0.0,24.24,0
5.0,971.0,4855.0,Two year,Fiber,Net Banking,3.0,2.0,12.94,1
20.0,728.0,14560.0,Two year,Fiber,Credit Card,5.0,0.0,4.27,0
56.0,856.0,47936.0,Month-to-month,DSL,Credit Card,1.0,2.0,21.86,1
56.0,982.0,54992.0,Month-to-month,DSL,Net Banking,1.0,0.0,22.98,0
40.0,783.0,31320.0,Month-to-month,Fiber,Debit Card,2.0,0.0,21.58,0
36.0,810.0,29160.0,One year,DSL,Credit Card,3.0,2.0,2.24,0
58.0,415.0,24070.0,One year,Fiber,Debit Card,1.0,3.0,6.38,0
38.0,442.0,16796.0,Month-to-month,DSL,UPI,1.0,1.0,6.94,0
23.0,518.0,11914.0,Month-to-month,Fiber,Credit Card,2.0,0.0,14.65,0
,,,,,,,,,0
25.0,504.0,12600.0,One year,Fiber,UPI,1.0,0.0,21.0,0
36.0,429.0,15444.0,Month-to-month,Fiber,Credit Card,0.0,0.0,23.53,0
47.0,757.0,35579.0,Month-to-month,Fiber,Net Banking,1.0,5.0,6.72,1
49.0,563.0,27587.0,Month-to-month,DSL,Credit Card,1.0,2.0,6.1,1
43.0,756.0,32508.0,Month-to-month,DSL,Net Banking,0.0,2.0,25.53,1
23.0,721.0,16583.0,Month-to-month,Fiber,Credit Card,3.0,2.0,8.34,1
38.0,844.0,32072.0,Month-to-month,Fiber,UPI,3.0,1.0,3.49,1
21.0,907.0,19047.0,Two year,Fiber,UPI,5.0,1.0,7.94,0
56.0,864.0,48384.0,Month-to-month,DSL,UPI,4.0,2.0,10.97,1
11.0,639.0,7029.0,Month-to-month,Fiber,UPI,3.0,0.0,2.3,1
33.0,970.0,32010.0,Month-to-month,Fiber,Credit Card,1.0,4.0,6.48,1
38.0,474.0,18012.0,Month-to-month,DSL,Debit Card,4.0,0.0,23.78,1
49.0,916.0,44884.0,Month-to-month,Fiber,UPI,2.0,2.0,8.1,1
30.0,826.0,24780.0,Month-to-month,DSL,Credit Card,2.0,4.0,22.81,1
33.0,690.0,22770.0,Month-to-month,Fiber,Net Banking,4.0,1.0,13.77,1
46.0,552.0,25392.0,One year,DSL,Credit Card,1.0,2.0,28.97,0
5.0,411.0,2055.0,Month-to-month,Fiber,UPI,2.0,0.0,5.21,1
46.0,891.0,40986.0,One year,DSL,Debit Card,2.0,2.0,6.23,0
56.0,493.0,27608.0,Month-to-month,Fiber,Debit Card,4.0,1.0,24.01,1
39.0,898.0,35022.0,Month-to-month,Fiber,Net Banking,2.0,2.0,28.79,1
18.0,499.0,8982.0,Month-to-month,DSL,Net Banking,4.0,1.0,1.98,1
12.0,680.0,8160.0,Month-to-month,Fiber,Credit Card,6.0,0.0,9.56,1
25.0,859.0,21475.0,Two year,Fiber,Credit Card,1.0,1.0,9.31,0
42.0,534.0,22428.0,Month-to-month,Fiber,Debit Card,2.0,0.0,3.4,1
17.0,871.0,14807.0,Month-to-month,Fiber,Credit Card,3.0,2.0,3.37,1
18.0,786.0,14148.0,One year,Fiber,Debit Card,2.0,0.0,28.48,0
6.0,997.0,5982.0,Month-to-month,DSL,Credit Card,5.0,0.0,27.98,1
10.0,970.0,9700.0,Month-to-month,DSL,Credit Card,4.0,1.0,26.88,1
3.0,571.0,1713.0,One year,DSL,Debit Card,4.0,1.0,3.15,1
59.0,613.0,36167.0,Month-to-month,Fiber,Credit Card,3.0,1.0,5.65,0
9.0,522.0,4698.0,Month-to-month,Fiber,Credit Card,1.0,3.0,6.97,1
2.0,769.0,1538.0,One year,DSL,UPI,1.0,2.0,14.27,1
,,,,,,,,,0
44.0,849.0,37356.0,Month-to-month,DSL,Debit Card,2.0,1.0,12.17,0
30.0,607.0,18210.0,Month-to-month,DSL,Debit Card,1.0,2.0,26.09,1
52.0,591.0,30732.0,Month-to-month,Fiber,Credit Card,5.0,2.0,3.64,1
31.0,512.0,15872.0,One year,DSL,Credit Card,3.0,2.0,25.97,0
14.0,835.0,11690.0,Two year,Fiber,Net Banking,3.0,3.0,26.13,0
55.0,837.0,46035.0,One year,DSL,Debit Card,4.0,0.0,14.14,0
5.0,835.0,4175.0,One year,DSL,Credit Card,5.0,0.0,24.07,1
19.0,578.0,10982.0,Month-to-month,Fiber,Net Banking,1.0,2.0,9.29,1
36.0,965.0,34740.0,One year,DSL,Credit Card,1.0,1.0,1.94,0
23.0,867.0,19941.0,Two year,DSL,Credit Card,2.0,1.0,15.36,0
10.0,409.0,4090.0,Month-to-month,DSL,Debit Card,1.0,1.0,9.27,0
11.0,694.0,7634.0,One year,Fiber,Net Banking,2.0,0.0,4.86,0
54.0,798.0,43092.0,Month-to-month,DSL,Credit Card,2.0,0.0,8.33,0
,,,,,,,,,0
3.0,589.0,1767.0,Month-to-month,Fiber,Net Banking,0.0,0.0,11.77,1
26.0,833.0,21658.0,One year,DSL,Credit Card,1.0,1.0,18.06,0
16.0,559.0,8944.0,One year,Fiber,Credit Card,1.0,2.0,1.01,0
43.0,519.0,22317.0,Month-to-month,Fiber,UPI,1.0,3.0,16.95,1
16.0,876.0,14016.0,Month-to-month,Fiber,Net Banking,3.0,1.0,7.43,0
7.0,777.0,5439.0,Month-to-month,Fiber,Net Banking,4.0,0.0,5.95,1
28.0,808.0,22624.0,Month-to-month,Fiber,Credit Card,4.0,1.0,29.29,1
6.0,522.0,3132.0,Two year,Fiber,Debit Card,1.0,2.0,11.36,0
43.0,914.0,39302.0,One year,Fiber,Net Banking,1.0,0.0,16.13,0
58.0,815.0,47270.0,Month-to-month,Fiber,UPI,3.0,2.0,15.69,1
,,,,,,,,,0
3.0,783.0,2349.0,Month-to-month,DSL,Debit Card,2.0,2.0,14.37,1
3.0,789.0,2367.0,Two year,Fiber,Net Banking,2.0,3.0,26.08,1
49.0,802.0,39298.0,One year,Fiber,Net Banking,2.0,0.0,15.28,0
20.0,993.0,19860.0,Month-to-month,Fiber,UPI,6.0,1.0,26.77,1
2.0,991.0,1982.0,Month-to-month,Fiber,Net Banking,3.0,0.0,4.73,1
24.0,782.0,18768.0,One year,Fiber,Credit Card,3.0,1.0,26.54,0
36.0,621.0,22356.0,One year,Fiber,Debit Card,2.0,0.0,23.79,0
23.0,591.0,13593.0,Month-to-month,DSL,UPI,0.0,2.0,23.92,1
39.0,982.0,38298.0,Month-to-month,Fiber,Debit Card,2.0,0.0,20.58,0
11.0,571.0,6281.0,One year,DSL,Net Banking,1.0,1.0,18.73,0
13.0,541.0,7033.0,Month-to-month,Fiber,Net Banking,7.0,2.0,5.56,1
43.0,859.0,36937.0,Month-to-month,Fiber,UPI,7.0,2.0,14.11,1
39.0,652.0,25428.0,Month-to-month,Fiber,UPI,2.0,4.0,23.23,1
12.0,558.0,6696.0,Month-to-month,DSL,Debit Card,3.0,4.0,5.32,1
44.0,544.0,23936.0,One year,Fiber,UPI,3.0,0.0,27.7,0
10.0,967.0,9670.0,Month-to-month,Fiber,Debit Card,0.0,1.0,21.13,0
,,,,,,,,,1
48.0,763.0,36624.0,Two year,DSL,Credit Card,3.0,1.0,14.84,0
,,,,,,,,,1
26.0,664.0,17264.0,Two year,DSL,UPI,3.0,1.0,14.9,0
40.0,475.0,19000.0,Month-to-month,Fiber,Debit Card,2.0,0.0,3.54,1
4.0,531.0,2124.0,Month-to-month,Fiber,Debit Card,3.0,1.0,9.44,1
13.0,554.0,7202.0,Month-to-month,DSL,Debit Card,1.0,1.0,17.74,0
19.0,514.0,9766.0,Month-to-month,DSL,Credit Card,4.0,0.0,29.34,1
20.0,645.0,12900.0,Month-to-month,Fiber,Credit Card,4.0,1.0,28.37,1
2.0,671.0,1342.0,Month-to-month,Fiber,Debit Card,0.0,2.0,16.96,1
3.0,802.0,2406.0,Month-to-month,DSL,UPI,2.0,1.0,10.03,1
51.0,976.0,49776.0,Month-to-month,Fiber,Debit Card,3.0,2.0,8.03,1
20.0,598.0,11960.0,Two year,DSL,Credit Card,4.0,2.0,17.47,0
54.0,974.0,52596.0,One year,Fiber,Debit Card,2.0,2.0,14.52,0
15.0,490.0,7350.0,Month-to-month,Fiber,Credit Card,3.0,2.0,13.54,1
5.0,984.0,4920.0,Month-to-month,Fiber,UPI,0.0,1.0,20.21,1
58.0,958.0,55564.0,Month-to-month,Fiber,Credit Card,3.0,2.0,12.94,1
16.0,897.0,14352.0,Month-to-month,DSL,Debit Card,0.0,0.0,18.74,0
45.0,464.0,20880.0,One year,Fiber,UPI,5.0,1.0,7.58,0
6.0,616.0,3696.0,Month-to-month,Fiber,Credit Card,2.0,2.0,6.09,1
35.0,698.0,24430.0,Month-to-month,DSL,Credit Card,4.0,3.0,23.56,1
,,,,,,,,,0
17.0,858.0,14586.0,Two year,Fiber,UPI,3.0,1.0,13.92,0
59.0,811.0,47849.0,Two year,Fiber,Debit Card,4.0,0.0,8.14,0
23.0,677.0,15571.0,Month-to-month,Fiber,Debit Card,3.0,1.0,13.64,0
47.0,979.0,46013.0,Month-to-month,Fiber,Credit Card,4.0,2.0,3.08,1
4.0,880.0,3520.0,Month-to-month,DSL,Debit Card,4.0,1.0,7.24,1
54.0,424.0,22896.0,Month-to-month,Fiber,UPI,2.0,0.0,2.76,1
35.0,566.0,19810.0,Two year,DSL,UPI,2.0,1.0,23.5,0
32.0,716.0,22912.0,Month-to-month,Fiber,Credit Card,5.0,1.0,17.99,1
15.0,448.0,6720.0,Month-to-month,DSL,Debit Card,3.0,0.0,27.01,0
,,,,,,,,,0
32.0,585.0,18720.0,Month-to-month,DSL,Credit Card,3.0,1.0,4.91,1
1.0,505.0,505.0,One year,Fiber,Net Banking,2.0,1.0,1.42,1
52.0,834.0,43368.0,One year,Fiber,Debit Card,3.0,1.0,24.68,0
16.0,967.0,15472.0,Month-to-month,Fiber,UPI,3.0,2.0,19.42,1
26.0,840.0,21840.0,Month-to-month,Fiber,Net Banking,2.0,1.0,28.07,0
,,,,,,,,,1
31.0,884.0,27404.0,Month-to-month,Fiber,Credit Card,1.0,1.0,13.59,0
20.0,781.0,15620.0,Month-to-month,DSL,Credit Card,1.0,0.0,6.66,0
14.0,965.0,13510.0,Month-to-month,DSL,UPI,2.0,2.0,28.93,1
2.0,534.0,1068.0,Month-to-month,Fiber,Net Banking,2.0,2.0,19.93,1
11.0,641.0,7051.0,Month-to-month,DSL,Net Banking,2.0,2.0,23.26,1
2.0,700.0,1400.0,One year,Fiber,Credit Card,0.0,1.0,2.02,1
9.0,814.0,7326.0,Two year,Fiber,UPI,4.0,1.0,23.81,0
50.0,693.0,34650.0,One year,Fiber,UPI,1.0,0.0,23.53,0
57.0,843.0,48051.0,Month-to-month,DSL,UPI,3.0,2.0,19.44,1
18.0,676.0,12168.0,Month-to-month,DSL,UPI,1.0,0.0,25.16,0
44.0,461.0,20284.0,Month-to-month,Fiber,Debit Card,0.0,0.0,1.68,1
1.0,932.0,932.0,Month-to-month,Fiber,Debit Card,1.0,0.0,16.76,1
12.0,939.0,11268.0,One year,Fiber,Credit Card,4.0,4.0,29.79,0
,,,,,,,,,1
26.0,701.0,18226.0,Two year,DSL,Debit Card,0.0,1.0,24.01,0
32.0,518.0,16576.0,One year,Fiber,Net Banking,2.0,1.0,1.3,0
36.0,592.0,21312.0,One year,Fiber,Debit Card,1.0,0.0,6.3,0
,,,,,,,,,0
8.0,901.0,7208.0,Month-to-month,Fiber,Credit Card,2.0,4.0,8.48,1
3.0,839.0,2517.0,Two year,DSL,Net Banking,0.0,2.0,19.23,1
57.0,661.0,37677.0,Two year,DSL,Net Banking,4.0,2.0,6.35,0
34.0,744.0,25296.0,Two year,DSL,Net Banking,1.0,0.0,13.6,0
27.0,562.0,15174.0,Month-to-month,DSL,UPI,2.0,0.0,3.59,1
20.0,714.0,14280.0,Month-to-month,Fiber,UPI,1.0,3.0,13.84,1
13.0,838.0,10894.0,Month-to-month,DSL,Net Banking,4.0,0.0,9.89,1
9.0,991.0,8919.0,One year,DSL,Net Banking,4.0,1.0,4.58,0
5.0,893.0,4465.0,Month-to-month,DSL,UPI,1.0,1.0,29.65,1
35.0,855.0,29925.0,One year,DSL,Debit Card,4.0,1.0,20.31,0
57.0,943.0,53751.0,One year,DSL,Net Banking,3.0,0.0,4.89,0
55.0,987.0,54285.0,Month-to-month,DSL,Net Banking,2.0,0.0,3.0,1
53.0,831.0,44043.0,Month-to-month,DSL,Credit Card,1.0,2.0,8.99,1
48.0,865.0,41520.0,Two year,Fiber,Debit Card,3.0,3.0,22.51,0
7.0,777.0,5439.0,Month-to-month,DSL,Credit Card,0.0,3.0,13.59,1
,,,,,,,,,0
52.0,505.0,26260.0,Two year,Fiber,Credit Card,3.0,6.0,21.81,0
48.0,561.0,26928.0,Month-to-month,Fiber,Credit Card,3.0,0.0,22.78,0
5.0,730.0,3650.0,Month-to-month,DSL,Net Banking,4.0,0.0,15.27,1
3.0,444.0,1332.0,Month-to-month,Fiber,Debit Card,0.0,1.0,21.63,1
26.0,796.0,20696.0,One year,Fiber,Net Banking,3.0,1.0,3.01,0
54.0,527.0,28458.0,Month-to-month,DSL,UPI,1.0,2.0,7.8,1
27.0,602.0,16254.0,Two year,Fiber,Net Banking,1.0,1.0,6.84,0
12.0,784.0,9408.0,One year,Fiber,Credit Card,3.0,1.0,15.44,0
,,,,,,,,,1
10.0,814.0,8140.0,One year,DSL,Credit Card,2.0,0.0,21.06,0
9.0,782.0,7038.0,Month-to-month,DSL,Credit Card,3.0,2.0,2.48,1
2.0,560.0,1120.0,Month-to-month,DSL,Debit Card,3.0,3.0,29.39,1
3.0,799.0,2397.0,Month-to-month,Fiber,Credit Card,7.0,2.0,5.53,1
27.0,736.0,19872.0,Month-to-month,Fiber,Net Banking,2.0,0.0,6.52,0
50.0,559.0,27950.0,Month-to-month,Fiber,Debit Card,2.0,1.0,19.5,0
9.0,775.0,6975.0,Month-to-month,Fiber,Credit Card,2.0,0.0,2.11,1
6.0,557.0,3342.0,Month-to-month,Fiber,UPI,0.0,1.0,8.68,0
38.0,796.0,30248.0,Two year,Fiber,Net Banking,1.0,2.0,24.19,0
4.0,841.0,3364.0,Month-to-month,DSL,UPI,0.0,0.0,4.04,1
6.0,648.0,3888.0,Month-to-month,Fiber,Net Banking,3.0,0.0,18.46,0
4.0,964.0,3856.0,Two year,Fiber,Debit Card,4.0,0.0,22.62,1
29.0,799.0,23171.0,Month-to-month,DSL,UPI,2.0,2.0,7.74,1
36.0,926.0,33336.0,Month-to-month,DSL,Debit Card,1.0,1.0,3.36,1
3.0,841.0,2523.0,Two year,DSL,Net Banking,3.0,2.0,7.47,1
34.0,575.0,19550.0,Month-to-month,Fiber,Credit Card,5.0,0.0,7.03,1
44.0,757.0,33308.0,Month-to-month,Fiber,Debit Card,1.0,1.0,25.77,0
6.0,624.0,3744.0,Two year,Fiber,Net Banking,1.0,0.0,13.05,0
36.0,856.0,30816.0,One year,DSL,Net Banking,2.0,0.0,27.96,0
33.0,873.0,28809.0,Month-to-month,Fiber,Credit Card,2.0,1.0,29.44,0
41.0,702.0,28782.0,Month-to-month,DSL,Credit Card,3.0,0.0,5.47,0
52.0,464.0,24128.0,Month-to-month,DSL,Debit Card,2.0,0.0,15.12,0
56.0,590.0,33040.0,Month-to-month,DSL,Credit Card,1.0,1.0,14.21,0
58.0,482.0,27956.0,One year,DSL,Debit Card,4.0,2.0,8.74,0
38.0,528.0,20064.0,Month-to-month,Fiber,UPI,4.0,1.0,15.53,1
58.0,587.0,34046.0,Month-to-month,Fiber,Credit Card,4.0,1.0,8.8,1
44.0,830.0,36520.0,One year,Fiber,UPI,4.0,3.0,15.22,0
10.0,540.0,5400.0,Month-to-month,Fiber,Debit Card,1.0,2.0,13.44,1
57.0,811.0,46227.0,One year,Fiber,UPI,2.0,1.0,23.22,0
51.0,680.0,34680.0,Month-to-month,DSL,Debit Card,1.0,2.0,10.72,1
56.0,621.0,34776.0,Month-to-month,Fiber,Credit Card,3.0,0.0,9.04,0
25.0,626.0,15650.0,Month-to-month,Fiber,UPI,1.0,2.0,21.13,1
54.0,678.0,36612.0,Two year,DSL,Net Banking,2.0,0.0,18.61,0
57.0,585.0,33345.0,One year,Fiber,Net Banking,1.0,1.0,16.5,0
7.0,916.0,6412.0,One year,Fiber,Debit Card,1.0,1.0,9.0,0
30.0,743.0,22290.0,Month-to-month,Fiber,UPI,1.0,2.0,9.53,1
,,,,,,,,,0
15.0,506.0,7590.0,Month-to-month,Fiber,Debit Card,2.0,3.0,23.22,1
40.0,693.0,27720.0,One year,DSL,Credit Card,5.0,2.0,3.67,1
38.0,742.0,28196.0,Month-to-month,DSL,Credit Card,4.0,1.0,22.55,1
48.0,561.0,26928.0,Month-to-month,DSL,Net Banking,4.0,0.0,23.61,1
50.0,540.0,27000.0,Month-to-month,Fiber,Credit Card,2.0,1.0,14.58,0
6.0,602.0,3612.0,One year,Fiber,Debit Card,2.0,0.0,17.02,0
16.0,487.0,7792.0,One year,Fiber,UPI,1.0,0.0,18.86,0
3.0,708.0,2124.0,Two year,Fiber,UPI,2.0,1.0,19.83,0
41.0,888.0,36408.0,Month-to-month,Fiber,Credit Card,2.0,3.0,14.55,1
47.0,711.0,33417.0,One year,Fiber,UPI,2.0,0.0,17.5,0
47.0,750.0,35250.0,One year,DSL,Debit Card,2.0,1.0,21.31,0
32.0,573.0,18336.0,Two year,Fiber,Debit Card,1.0,1.0,21.38,0
3.0,841.0,2523.0,Two year,DSL,UPI,3.0,2.0,21.01,1
46.0,790.0,36340.0,Month-to-month,DSL,Net Banking,2.0,2.0,28.38,1
47.0,544.0,25568.0,Month-to-month,DSL,UPI,4.0,1.0,29.44,1
18.0,621.0,11178.0,Month-to-month,Fiber,Debit Card,1.0,2.0,17.26,1
19.0,912.0,17328.0,One year,Fiber,Credit Card,3.0,0.0,4.5,0
58.0,711.0,41238.0,Month-to-month,DSL,Debit Card,1.0,2.0,28.4,1
